1|999999|20150722|0                      
1|999999|20150721|0                      
1|999999|20150721|0                      
1|999999|20150720|0                      
1|999999|20150720|0                      
1|999999|20150717|0                      
1|999999|20150717|0                      
1|999999|20150717|0                      
1|999999|20150716|0                      
1|999999|20150716|0                      
1|999999|20150716|0.0029488956385895736  
1|999999|20150715|0                      
1|999999|20150715|0                      
1|999999|20150715|0.029497654936429307   
1|999999|20150714|0                      
1|999999|20150714|0                      
1|999999|20150714|0.011800454317489923   
1|999999|20150713|0                      
1|999999|20150713|0                      
1|999999|20150713|0.08562655013581855    
1|999999|20150710|0                      
1|999999|20150710|0                      
1|999999|20150710|0.002952726843245963   
1|999999|20150709|0                      
1|999999|20150709|0                      
1|999999|20150709|0                      
1|999999|20150709|0.026581605528964464   
1|999999|20150708|0                      
1|999999|20150708|0                      
1|999999|20150708|0                      
1|999999|20150708|-0.005906674542232072  
1|999999|20150707|0                      
1|999999|20150707|0                      
1|999999|20150707|0                      
1|999999|20150707|-0.029524653085322997  
1|999999|20150706|0                      
1|999999|20150706|0                      
1|999999|20150706|0                      
1|999999|20150706|0                      
1|999999|20150703|0                      
1|999999|20150703|0                      
1|999999|20150703|0                      
1|999999|20150703|0                      
1|999999|20150702|0                      
1|999999|20150702|0                      
1|999999|20150702|0                      
1|999999|20150702|0.014764506127274975   
1|999999|20150701|0                      
1|999999|20150701|0                      
1|999999|20150701|0                      
1|999999|20150701|-0.16214622641509613   
1|999999|20150630|0                      
1|999999|20150630|0                      
1|999999|20150630|0                      
1|999999|20150630|0                      
1|999999|20150629|0                      
1|999999|20150629|0                      
1|999999|20150629|0                      
1|999999|20150629|-0.23529411764705901   
1|999999|20150626|0                      
1|999999|20150626|0                      
1|999999|20150626|0                      
1|999999|20150626|0                      
1|999999|20150625|0                      
1|999999|20150625|0                      
1|999999|20150625|0                      
1|999999|20150625|0                      
1|999999|20150624|0                      
1|999999|20150624|0                      
1|999999|20150624|0                      
1|999999|20150624|0                      
1|999999|20150623|0                      
1|999999|20150623|0                      
1|999999|20150623|0                      
1|999999|20150623|0                      
1|999999|20150619|0                      
1|999999|20150619|0                      
1|999999|20150619|0                      
1|999999|20150619|0                      
1|999999|20150618|0                      
1|999999|20150618|0                      
1|999999|20150618|0                      
1|999999|20150618|0                      
1|999999|20150617|0                      
1|999999|20150617|0                      
1|999999|20150617|0                      
1|999999|20150617|0                      
1|999999|20150616|0                      
1|999999|20150616|0                      
1|999999|20150616|0                      
1|999999|20150616|0                      
1|999999|20150615|0                      
1|999999|20150615|0                      
1|999999|20150615|0                      
1|999999|20150615|0                      
1|999999|20150612|0                      
1|999999|20150612|0                      
1|999999|20150612|0                      
1|999999|20150612|0                      
1|999999|20150611|0                      
1|999999|20150611|0                      
1|999999|20150611|0                      
1|999999|20150611|0                      
1|999999|20150610|0                      
1|999999|20150610|0                      
1|999999|20150610|0                      
1|999999|20150610|0                      
1|999999|20150609|0                      
1|999999|20150609|0                      
1|999999|20150609|0                      
1|999999|20150609|0                      
1|999999|20150608|0                      
1|999999|20150608|0                      
1|999999|20150608|0                      
1|999999|20150608|0                      
1|999999|20150605|0                      
1|999999|20150605|0                      
1|999999|20150605|0                      
1|999999|20150605|-0.05878894767784315   
1|999999|20150604|0                      
1|999999|20150604|0                      
1|999999|20150604|0                      
1|999999|20150604|-0.17605633802816267   
1|999999|20150603|0                      
1|999999|20150603|0                      
1|999999|20150603|0                      
1|999999|20150603|-0.2779809802487217    
1|999999|20150602|0                      
1|999999|20150602|0                      
1|999999|20150602|0                      
1|999999|20150602|-0.3644314868804716    
1|999999|20150601|0                      
1|999999|20150601|0                      
1|999999|20150601|0                      
1|999999|20150601|-0.4065040650406443    
1|999999|20150529|0                      
1|999999|20150529|0                      
1|999999|20150529|0                      
1|999999|20150529|-0.5486572336124784    
1|999999|20150528|0                      
1|999999|20150528|0                      
1|999999|20150528|0                      
1|999999|20150528|-1.36713187126175      
1|999999|20150527|0                      
1|999999|20150527|0                      
1|999999|20150527|0                      
1|999999|20150527|-1.7627308337996566    
1|999999|20150526|0                      
1|999999|20150526|0                      
1|999999|20150526|0                      
1|999999|20150526|-3.1960996749729227    
1|999999|20150525|0                      
1|999999|20150525|0                      
1|999999|20150525|0                      
1|999999|20150525|-4.500775995861353     
1|999999|20150522|0                      
1|999999|20150522|0                      
1|999999|20150522|0                      
1|999999|20150522|-2.0770010131712224    
1|999999|20150521|0                      
1|999999|20150521|0                      
1|999999|20150521|0                      
1|999999|20150521|-1.8886679920477152    
1|999999|20150520|0                      
1|999999|20150520|0                      
1|999999|20150520|0                      
