1|999999|20150722|2844.92     
1|999999|20150721|2586.65     
1|999999|20150720|2898.73     
1|999999|20150717|2346.55     
1|999999|20150716|2588        
1|999999|20150715|3159.02     
1|999999|20150714|5005.97     
1|999999|20150713|5419.99     
1|999999|20150710|5614.17     
1|999999|20150709|7299.11     
1|999999|20150708|10450.8     
1|999999|20150707|15652       
1|999999|20150706|18455.6     
1|999999|20150703|5056.49     
1|999999|20150702|5491.65     
1|999999|20150629|8408.97     
1|999999|20150626|3743.9      
1|999999|20150625|7937.31     
1|999999|20150624|8375.94     
1|999999|20150623|6251.8      
1|999999|20150619|3583.94     
1|999999|20150618|2960.56     
1|999999|20150617|4345.14     
1|999999|20150616|4307.14     
1|999999|20150615|5707.9      
1|999999|20150612|4389.68     
1|999999|20150611|5268.33     
1|999999|20150610|4121.53     
1|999999|20150609|6169.34     
1|999999|20150608|6485.47     
1|999999|20150605|5659.64     
1|999999|20150604|6713.15     
1|999999|20150603|6208.13     
1|999999|20150602|5398.72     
1|999999|20150601|4623.85     
1|999999|20150529|5724.45     
1|999999|20150528|8945.98     
1|999999|20150527|5817.94     
1|999999|20150526|7283.9      
1|999999|20150521|3029.28     
1|999999|20150520|2694.57     
1|999999|20150519|1835.59     
1|999999|20150518|1987.92     
1|999999|20150515|2720.1      
1|999999|20150514|2434.52     
1|999999|20150513|3595.2      
1|999999|20150512|3631.69     
1|999999|20150511|3389.56     
1|999999|20150508|2668.24     
1|999999|20150507|2311.88     
1|999999|20150506|4013.11     
1|999999|20150505|3161.72     
1|999999|20150504|2917.45     
1|999999|20150430|3763.76     
1|999999|20150429|3947.55     
1|999999|20150428|4408.75     
1|999999|20150427|4160.84     
1|999999|20150424|3744.56     
1|000016|20150722|2844.92     
1|000016|20150721|2586.65     
1|000016|20150720|2898.73     
1|000016|20150717|2346.55     
1|000016|20150716|2588        
1|000016|20150715|3159.02     
1|000016|20150714|5005.97     
1|000016|20150713|5419.99     
1|000016|20150710|5614.17     
1|000016|20150709|7299.11     
1|000016|20150708|10450.8     
1|000016|20150707|15652       
1|000016|20150706|18455.6     
1|000016|20150703|5056.49     
1|000016|20150702|5491.65     
1|000016|20150629|8408.97     
1|000016|20150626|3743.9      
1|000016|20150625|7937.31     
1|000016|20150624|8375.94     
1|000016|20150623|6251.8      
1|000016|20150619|3583.94     
1|000016|20150618|2960.56     
1|000016|20150617|4345.14     
1|000016|20150616|4307.14     
1|000016|20150615|5707.9      
1|000016|20150612|4389.68     
1|000016|20150611|5268.33     
1|000016|20150610|4121.53     
1|000016|20150609|6169.34     
1|000016|20150608|6485.47     
1|000016|20150605|5659.64     
1|000016|20150604|6713.15     
1|000016|20150603|6208.13     
1|000016|20150602|5398.72     
1|000016|20150601|4623.85     
1|000016|20150529|5724.45     
1|000016|20150528|8945.98     
1|000016|20150527|5817.94     
1|000016|20150526|7283.9      
1|000016|20150521|3029.28     
1|000016|20150520|2694.57     
1|000016|20150519|1835.59     
1|000016|20150518|1987.92     
1|000016|20150515|2720.1      
1|000016|20150514|2434.52     
1|000016|20150513|3595.2      
1|000016|20150512|3631.69     
1|000016|20150511|3389.56     
1|000016|20150508|2668.24     
1|000016|20150507|2311.88     
1|000016|20150506|4013.11     
1|000016|20150505|3161.72     
1|000016|20150504|2917.45     
1|000016|20150430|3763.76     
1|000016|20150429|3947.55     
1|000016|20150428|4408.75     
1|000016|20150427|4160.84     
1|000016|20150424|3744.56     
1|000300|20150722|2844.92     
1|000300|20150721|2586.65     
1|000300|20150720|2898.73     
1|000300|20150717|2346.55     
1|000300|20150716|2588        
1|000300|20150715|3159.02     
1|000300|20150714|5005.97     
1|000300|20150713|5419.99     
1|000300|20150710|5614.17     
1|000300|20150709|7299.11     
1|000300|20150708|10450.8     
1|000300|20150707|15652       
1|000300|20150706|18455.6     
1|000300|20150703|5056.49     
1|000300|20150702|5491.65     
1|000300|20150629|8408.97     
1|000300|20150626|3743.9      
1|000300|20150625|7937.31     
1|000300|20150624|8375.94     
1|000300|20150623|6251.8      
1|000300|20150619|3583.94     
1|000300|20150618|2960.56     
1|000300|20150617|4345.14     
1|000300|20150616|4307.14     
1|000300|20150615|5707.9      
1|000300|20150612|4389.68     
1|000300|20150611|5268.33     
1|000300|20150610|4121.53     
1|000300|20150609|6169.34     
1|000300|20150608|6485.47     
1|000300|20150605|5659.64     
1|000300|20150604|6713.15     
1|000300|20150603|6208.13     
1|000300|20150602|5398.72     
1|000300|20150601|4623.85     
1|000300|20150529|5724.45     
1|000300|20150528|8945.98     
1|000300|20150527|5817.94     
1|000300|20150526|7283.9      
1|000300|20150521|3029.28     
1|000300|20150520|2694.57     
1|000300|20150519|1835.59     
1|000300|20150518|1987.92     
1|000300|20150515|2720.1      
1|000300|20150514|2434.52     
1|000300|20150513|3595.2      
1|000300|20150512|3631.69     
1|000300|20150511|3389.56     
1|000300|20150508|2668.24     
1|000300|20150507|2311.88     
1|000300|20150506|4013.11     
1|000300|20150505|3161.72     
1|000300|20150504|2917.45     
1|000300|20150430|3763.76     
1|000300|20150429|3947.55     
1|000300|20150428|4408.75     
1|000300|20150427|4160.84     
1|000300|20150424|3744.56     
1|000905|20150722|2844.92     
1|000905|20150721|2586.65     
1|000905|20150720|2898.73     
1|000905|20150717|2346.55     
1|000905|20150716|2588        
1|000905|20150715|3159.02     
1|000905|20150714|5005.97     
1|000905|20150713|5419.99     
1|000905|20150710|5614.17     
1|000905|20150709|7299.11     
1|000905|20150708|10450.8     
1|000905|20150707|15652       
1|000905|20150706|18455.6     
1|000905|20150703|5056.49     
1|000905|20150702|5491.65     
1|000905|20150629|8408.97     
1|000905|20150626|3743.9      
1|000905|20150625|7937.31     
1|000905|20150624|8375.94     
1|000905|20150623|6251.8      
1|000905|20150619|3583.94     
1|000905|20150618|2960.56     
1|000905|20150617|4345.14     
1|000905|20150616|4307.14     
1|000905|20150615|5707.9      
1|000905|20150612|4389.68     
1|000905|20150611|5268.33     
1|000905|20150610|4121.53     
1|000905|20150609|6169.34     
1|000905|20150608|6485.47     
1|000905|20150605|5659.64     
1|000905|20150604|6713.15     
1|000905|20150603|6208.13     
1|000905|20150602|5398.72     
1|000905|20150601|4623.85     
1|000905|20150529|5724.45     
1|000905|20150528|8945.98     
1|000905|20150527|5817.94     
1|000905|20150526|7283.9      
1|000905|20150521|3029.28     
1|000905|20150520|2694.57     
1|000905|20150519|1835.59     
1|000905|20150518|1987.92     
1|000905|20150515|2720.1      
1|000905|20150514|2434.52     
1|000905|20150513|3595.2      
1|000905|20150512|3631.69     
1|000905|20150511|3389.56     
1|000905|20150508|2668.24     
1|000905|20150507|2311.88     
1|000905|20150506|4013.11     
1|000905|20150505|3161.72     
1|000905|20150504|2917.45     
1|000905|20150430|3763.76     
1|000905|20150429|3947.55     
1|000905|20150428|4408.75     
1|000905|20150427|4160.84     
1|000905|20150424|3744.56     
