ip;sub_ip;vist_time;firtst_visit_time;yiwugouid;session_id_year;session_id;url_layer1;url_layer2;url_layer3;num_before_qm;url;param1_name;param1_value;param2_name;param2_value;agent;status;visit_url;action_name;referer;visit_referer;fileid;ts;host_name;server_name;num;ip_1;sub_ip_1
106.38.199.16;42.62.36.236;2014/10/12 23:33:27.000;0;-;-;-;robots.txt;;;;/robots.txt;;;;;Mozilla/5.0 ();404;/robots.txt;;-;-;129;2014/10/13 00:54:01.000;ukr.yiwubuy.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:30:49.000;0;-;-;-;product;detail;;924125184;/product/detail/924125184.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";405;/product/detail/;;-;-;130;2014/10/13 00:54:10.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:32:31.000;0;-;-;-;product;detail;;924125184;/product/detail/924125184.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:16.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:32:47.000;0;-;-;-;product;detail;;925081562;/product/detail/925081562.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:17.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:32:49.000;0;-;-;-;product;detail;;925067188;/product/detail/925067188.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:17.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:33:07.000;0;-;-;-;product;detail;;924801875;/product/detail/924801875.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";302;/product/detail/;;-;-;130;2014/10/13 00:54:18.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:33:13.000;0;-;-;-;product;detail;;924990144;/product/detail/924990144.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:19.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:33:23.000;0;-;-;-;product;detail;;924287304;/product/detail/924287304.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:19.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:33:33.000;0;-;-;-;product;detail;;925066541;/product/detail/925066541.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:20.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:33:42.000;0;-;-;-;hu;;;0563250A;/hu/0563250A.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:54:20.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:33:51.000;0;-;-;-;product;detail;;923621556;/product/detail/923621556.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:21.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:34:03.000;0;-;-;-;product;detail;;924005410;/product/detail/924005410.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:22.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:34:13.000;0;-;-;-;z;2.html;;;/z/2.html?subMarket=1004;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/z/2.html;;-;-;130;2014/10/13 00:54:22.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:34:26.000;0;-;-;-;tousu;;;0323562;/tousu/0323562.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:54:23.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:34:37.000;0;-;-;-;product;detail;;923690826;/product/detail/923690826.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:24.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:34:58.000;0;-;-;-;tousu;;;NM10527;/tousu/NM10527.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:54:25.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:35:08.000;0;-;-;-;product;detail;;924649644;/product/detail/924649644.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:25.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:35:10.000;0;-;-;-;product;detail;;924008748;/product/detail/924008748.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:25.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:35:19.000;0;-;-;-;product;detail;;924959715;/product/detail/924959715.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:26.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:35:26.000;0;-;-;-;hu;;;WZ11087;/hu/WZ11087.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:54:26.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:35:32.000;0;-;-;-;product;detail;;924731614;/product/detail/924731614.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:27.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:35:45.000;0;-;-;-;userpublic;index.html;;;/userpublic/index.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/userpublic/index.html;;-;-;130;2014/10/13 00:54:27.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:36:00.000;0;-;-;-;shopconn;apply.html;;;/shopconn/apply.html?userid=0326390;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";302;/shopconn/apply.html;;-;-;130;2014/10/13 00:54:28.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:36:05.000;0;-;-;-;tousu;;;Y10070B;/tousu/Y10070B.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:54:28.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:36:15.000;0;-;-;-;shopconn;apply.html;;;/shopconn/apply.html?userid=0437151;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";302;/shopconn/apply.html;;-;-;130;2014/10/13 00:54:29.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:36:18.000;0;-;-;-;credit;1.html;;;/credit/1.html?sid=576062;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/credit/1.html;;-;-;130;2014/10/13 00:54:29.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:36:27.000;0;-;-;-;product;detail;;923089768;/product/detail/923089768.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:30.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:36:38.000;0;-;-;-;product;detail;;925093855;/product/detail/925093855.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:30.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:36:47.000;0;-;-;-;product;detail;;88383022;/product/detail/88383022.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:31.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:36:56.000;0;-;-;-;buy;detail;;13485;/buy/detail/13485.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/buy/detail/;;-;-;130;2014/10/13 00:54:31.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:37:04.000;0;-;-;-;hu;;;0440130B;/hu/0440130B.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:54:32.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:37:17.000;0;-;-;-;product;detail;;923613130;/product/detail/923613130.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:33.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:37:28.000;0;-;-;-;tousu;;;0212277B;/tousu/0212277B.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:54:33.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:37:34.000;0;-;-;-;hu;;;0212395;/hu/0212395.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:54:34.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:37:40.000;0;-;-;-;hu;;;0442229;/hu/0442229.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:54:34.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:37:55.000;0;-;-;-;product;detail;;925078624;/product/detail/925078624.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:35.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:38:02.000;0;-;-;-;tousu;;;0560607;/tousu/0560607.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:54:35.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:38:07.000;0;-;-;-;product;detail;;924789421;/product/detail/924789421.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:36.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:38:21.000;0;-;-;-;hu;;;0440850;/hu/0440850.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:54:37.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:38:26.000;0;-;-;-;product;detail;;925037084;/product/detail/925037084.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";302;/product/detail/;;-;-;130;2014/10/13 00:54:37.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:38:46.000;0;-;-;-;hu;;;0443581A;/hu/0443581A.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:54:38.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:38:55.000;0;-;-;-;tousu;;;0442990B;/tousu/0442990B.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:54:38.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:39:06.000;0;-;-;-;hu;;;0210183A;/hu/0210183A.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:54:39.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:39:13.000;0;-;-;-;tousu;;;01F1146;/tousu/01F1146.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:54:40.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:39:20.000;0;-;-;-;product;detail;;924178032;/product/detail/924178032.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:54:40.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:39:36.000;0;-;-;-;hu;;;0560528;/hu/0560528.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:54:41.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 00:39:53.000;0;-;-;-;tousu;;;01F1085;/tousu/01F1085.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:54:42.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:31:44.000;0;-;-;-;shop_list;;;i_1_2007_1_200703;/shop_list/i_1_2007_1_200703.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/shop_list/;;-;-;130;2014/10/13 00:57:42.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:31:49.000;0;-;-;-;tousu;;;0219124;/tousu/0219124.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:57:42.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:31:53.000;0;-;-;-;hu;;;JJ1C23;/hu/JJ1C23.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:57:43.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:00.000;0;-;-;-;tousu;;;Y20532;/tousu/Y20532.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:57:43.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:03.000;0;-;-;-;hu;;;0436230;/hu/0436230.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:57:43.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:08.000;0;-;-;-;tousu;;;0328081;/tousu/0328081.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:57:44.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:14.000;0;-;-;-;hu;;;Y104252;/hu/Y104252.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:57:44.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:18.000;0;-;-;-;product;detail;;924066961;/product/detail/924066961.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:44.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:22.000;0;-;-;-;shopconn;apply.html;;;/shopconn/apply.html?userid=0322838;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";302;/shopconn/apply.html;;-;-;130;2014/10/13 00:57:45.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:28.000;0;-;-;-;product;detail;;925004565;/product/detail/925004565.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:45.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:33.000;0;-;-;-;product;detail;;923500848;/product/detail/923500848.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:45.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:38.000;0;-;-;-;product;detail;;925076933;/product/detail/925076933.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:45.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:43.000;0;-;-;-;credit;1.html;;;/credit/1.html?sid=529494;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/credit/1.html;;-;-;130;2014/10/13 00:57:46.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:48.000;0;-;-;-;product;detail;;925109024;/product/detail/925109024.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:46.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:53.000;0;-;-;-;hu;;;0215363A;/hu/0215363A/1/1.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:57:46.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:32:58.000;0;-;-;-;hu;;;01A7109B1;/hu/01A7109B1.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:57:47.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:03.000;0;-;-;-;product;detail;;924038819;/product/detail/924038819.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:47.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:08.000;0;-;-;-;product;detail;;924790708;/product/detail/924790708.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:47.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:13.000;0;-;-;-;hu;;;0438320A;/hu/0438320A.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/hu/;;-;-;130;2014/10/13 00:57:48.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:19.000;0;-;-;-;tousu;;;021903745;/tousu/021903745.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:57:48.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:23.000;0;-;-;-;product;detail;;924087102;/product/detail/924087102.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:48.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:28.000;0;-;-;-;product;detail;;924440715;/product/detail/924440715.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:48.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:33.000;0;-;-;-;tousu;;;0322799A;/tousu/0322799A.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:57:49.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:38.000;0;-;-;-;product;detail;;924026328;/product/detail/924026328.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";302;/product/detail/;;-;-;130;2014/10/13 00:57:49.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:43.000;0;-;-;-;;;;;/;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/;;-;-;130;2014/10/13 00:57:49.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:49.000;0;-;-;-;tousu;;;0566172;/tousu/0566172.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:57:50.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:53.000;0;-;-;-;product;detail;;924551120;/product/detail/924551120.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:50.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:33:58.000;0;-;-;-;product;detail;;924717655;/product/detail/924717655.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:50.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:34:03.000;0;-;-;-;tousu;;;Y20630B;/tousu/Y20630B.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/tousu/;;-;-;130;2014/10/13 00:57:50.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:34:08.000;0;-;-;-;product;detail;;924135997;/product/detail/924135997.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:51.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:34:13.000;0;-;-;-;credit;1.html;;;/credit/1.html?sid=539112;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/credit/1.html;;-;-;130;2014/10/13 00:57:51.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:34:18.000;0;-;-;-;product;detail;;923207114;/product/detail/923207114.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:51.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:34:23.000;0;-;-;-;product;detail;;924985539;/product/detail/924985539.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:52.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
106.38.199.16;42.62.36.236;2014/10/12 01:34:28.000;0;-;-;-;product;detail;;924781768;/product/detail/924781768.html;;;;;"Mozilla/5.0 (compatible; ChinasoSpider; +http://shoulu.jike.com/spider.html)";200;/product/detail/;;-;-;130;2014/10/13 00:57:52.000;www.yiwugou.com;;1613;106.38.199.16;42.62.36.236
